Район,Сокращённое название,Полное название,Тип организации,ИНН,Адрес одной строкой как в ЕГРЮЛ,Координаты,Статус организации,Дата последних изменений,Дата регистрации,КПП,ОГРН,Дата выдачи ОГРН,ОКАТО,ОКТМО,ОКПО,ОКОГУ,ОКФС,ОКВЭД,Версия справочника ОКВЭД (2001 или 2014),Код ОКОПФ,Полное название ОПФ,Краткое название ОПФ,"Версия справочника ОКОПФ (99, 2012 или 2014)",Должность руководителя,ФИО руководителя,Количество филиалов,Тип подразделения
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 132""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 132""",дошкольное образование,3665034260,"394040, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КИСЕЛЕВА, Д.15","51.6852627, 39.0872635",действующая,07-02-2025,30-07-1998,366501001,1023601586579,25-12-2002,20401000000,20701000001,02078213,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩИЙ,Сысоева Светлана Алексеевна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 146""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 146""",дошкольное образование,3662050369,"394053, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ГЕНЕРАЛА ЛИЗЮКОВА, Д. 73 А","51.704359, 39.154981",действующая,08-02-2025,22-04-1998,366201001,1023601572257,09-12-2002,20401000000,20701000001,49755997,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩАЯ,Тамбовцева Татьяна Владимировна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 161""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 161""",дошкольное образование,3662050344,"394053, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. 60-ЛЕТИЯ ВЛКСМ, Д.17","51.7090462, 39.1554028",действующая,13-02-2025,29-04-1998,366201001,1033600052276,08-02-2003,20401000000,20701000001,49759854,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩАЯ,Зверева Инна Петровна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 162""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 162""",дошкольное образование,3662050457,"394077, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, Б-Р ПОБЕДЫ, Д.23","51.7105935, 39.1647909",действующая,28-04-2025,30-03-1998,366201001,1033600040473,06-02-2003,20401000000,20701000001,51707178,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩАЯ,Чеботарева Наталия Вилениновна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 166""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 166""",дошкольное образование,3662050520,"394088, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ХОЛЬЗУНОВА, Д.90","51.7026623, 39.1523136",действующая,06-02-2025,30-03-1998,366201001,1023601568704,03-12-2002,20401000000,20701000001,49756324,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩИЙ,Булгина Татьяна Николаевна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 169""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 169""",дошкольное образование,3665015718,"394062, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КРАСНОЗВЕЗДНАЯ, Д.24 А","51.6569056, 39.1138886",действующая,08-02-2025,05-04-1996,366501001,1033600072153,10-02-2003,20401000000,20701000001,42622690,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩАЯ,Лесных Анна Алексеевна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 176""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 176""",дошкольное образование,3661023387,"394063, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, УЛ 25 ЯНВАРЯ, Д. 42А","51.6936007, 39.2582692",действующая,07-12-2025,20-03-1998,366101001,1033600004570,14-01-2003,20401000000,20701000001,01715095,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩИЙ,Толмачёва Татьяна Евгеньевна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 188""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 188""",дошкольное образование,3662050312,"394077, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, Б-Р ПОБЕДЫ, Д.5","51.711448, 39.175879",действующая,12-01-2025,03-06-1998,366201001,1033600015129,24-01-2003,20401000000,20701000001,49740369,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩИЙ,Валикова Ирина Владимировна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 191""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 191""",дошкольное образование,3661016848,"394042, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПЕР. СЕРАФИМОВИЧА, Д.4","51.6755952, 39.2609202",действующая,10-02-2025,18-03-1997,366101001,1023601586491,25-12-2002,20401000000,20701000001,45955386,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,Заведующая,Осьминина Марина Викторовна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 65""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 65""",дошкольное образование,3666094254,"394030, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. СРЕДНЕ-МОСКОВСКАЯ, Д.11","51.6673197, 39.1955586",действующая,29-04-2025,19-11-2001,366601001,1023601533911,20-09-2002,20401000000,20701000001,57724841,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩАЯ,Филатова Елена Юрьевна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 90""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 90""",дошкольное образование,3666090980,"394030, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. РЕВОЛЮЦИИ 1905 ГОДА, Д.11А","51.6702511, 39.1915528",действующая,18-03-2025,06-06-2001,366601001,1033600032168,04-02-2003,20401000000,20701000001,56462793,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩИЙ,Михайло Надежда Геннадьевна,0,головная организация
Воронеж,"МБДОУ ""ЦРР-ДЕТСКИЙ САД № 99""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД № 99""",дошкольное образование,3663089834,"394002, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПЕР. ПАВЛОВСКИЙ, Д.58","51.6709983, 39.2876062",действующая,02-02-2025,22-12-2011,366101001,1113668054400,22-12-2011,20401000000,20701000001,91197706,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩАЯ,Пасечная Марина Николаевна,0,головная организация
Нововоронеж,МБДОУ НОВОВОРОНЕЖСКИЙ ДЕТСКИЙ САД № 5,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 5 ОБЩЕРАЗВИВАЮЩЕГО ВИДА ГОРОДСКОГО ОКРУГА ГОРОД НОВОВОРОНЕЖ""",дошкольное образование,3651005565,"396070, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г НОВОВОРОНЕЖ, УЛ КУРЧАТОВА, Д. 3","51.3121377, 39.2160314",действующая,08-05-2025,21-12-2000,365101001,1023601497798,23-12-2002,20427000000,20727000001,56450815,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩИЙ,Солонина Светлана Николаевна,0,головная организация
Воронеж,"МБОУ ""ГИМНАЗИЯ № 1""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ № 1""",общеобразовательная организация,3662033596,"394088, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. БЕГОВАЯ, Д.146, -, -","51.6998371, 39.1445319",действующая,02-02-2025,03-07-1998,366201001,1023601570068,04-12-2002,20401000000,20701000001,10630340,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,Директор,Валаева Людмила Александровна,0,головная организация
Воронеж,"МБОУ ""ГИМНАЗИЯ ИМ. И.С.НИКИТИНА""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ГИМНАЗИЯ ИМ. И.С.НИКИТИНА""",общеобразовательная организация,3662070020,"394026, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ МОСКОВСКИЙ, Д.38","51.691258, 39.184809",действующая,28-01-2025,14-09-2001,366201001,1023601559431,20-11-2002,20401000000,20701000001,10615990,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Панина Наталья Владимировна,0,головная организация
Воронеж,"МБОУ ""ЛИЦЕЙ ""МОК № 2""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛИЦЕЙ ""МНОГОУРОВНЕВЫЙ ОБРАЗОВАТЕЛЬНЫЙ КОМПЛЕКС № 2""",общеобразовательная организация,3665017680,"394086, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ШЕНДРИКОВА, Д.7","51.6576527, 39.1114063",действующая,10-02-2025,21-09-1995,366501001,1033600036392,07-02-2003,20401000000,20701000001,41214871,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,директор,Свердлов Владимир Яковлевич,0,головная организация
Воронеж,"МБОУ ""ЛИЦЕЙ № 1""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛИЦЕЙ № 1""",общеобразовательная организация,3662050697,"394088, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ГЕНЕРАЛА ЛИЗЮКОВА, Д.81, -, -","51.7033967, 39.1515076",действующая,04-08-2025,27-02-1998,366201001,1033600031299,04-02-2003,20401000000,20701000001,51700868,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Едрышева Марина Николаевна,0,головная организация
Воронеж,"МБОУ ""ЛИЦЕЙ № 15""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛИЦЕЙ № 15""",общеобразовательная организация,3663037635,"394029, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ ЦИОЛКОВСКОГО, Д. 12А","51.6381328, 39.2369041",действующая,14-04-2025,28-03-1997,366301001,1023601571751,06-12-2002,20401000000,20701000001,45962825,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Малышев Артем Станиславович,0,головная организация
Воронеж,"МБОУ ""ЛИЦЕЙ № 65""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛИЦЕЙ № 65""",общеобразовательная организация,3664045100,"394052, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. МАТРОСОВА, Д.2А","51.6324268, 39.1835716",действующая,10-02-2025,04-10-2001,366401001,1033600029605,03-02-2003,20401000000,20701000001,57718964,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Галкина Ольга Васильевна,0,головная организация
Воронеж,"МБОУ ""ЛИЦЕЙ № 9""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛИЦЕЙ № 9""",общеобразовательная организация,3661027078,"394044, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ЭЛЕКТРОВОЗНАЯ, Д.12","51.7360032, 39.2923676",действующая,11-02-2025,22-08-2003,366101001,1033600123237,22-08-2003,20401000000,20701000001,70708077,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Щербинина Татьяна Николаевна,0,головная организация
Воронеж,"МБОУ ""ЛИЦЕЙ №2""",МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЛИЦЕЙ № 2,общеобразовательная организация,3663036800,"394004, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ ЛЕНИНСКИЙ, Д.47","51.649795, 39.239454",действующая,10-02-2025,03-06-1997,366301001,1033600026382,31-01-2003,20401000000,20701000001,45966533,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,Директор,Шаповалов Александр Серафимович,0,головная организация
Воронеж,"МБОУ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ТРАЕКТОРИЯ""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР ""ТРАЕКТОРИЯ""",общеобразовательная организация,3666219249,"394068, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ШИШКОВА, Д. 146/8","51.715186, 39.184046",действующая,27-02-2025,18-05-2017,366601001,1173668027950,18-05-2017,20401000000,20701000001,15691547,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Фактор Алексей Моисеевич,0,головная организация
Воронеж,"МБОУ ""ПРОГИМНАЗИЯ № 2""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ПРОГИМНАЗИЯ № 2""",общеобразовательная организация,3662051108,"394005, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ВЛАДИМИРА НЕВСКОГО, Д.65 Б","51.7207034, 39.1706557",действующая,27-01-2025,26-10-1998,366201001,1023601560938,20-11-2002,20401000000,20701000001,49746337,4210007,14,85.12,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Азарова Наталья Александровна,0,головная организация
Воронеж,"МБОУ ""СОШ № 101""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 101""",общеобразовательная организация,3666204852,"394077, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ МОСКОВСКИЙ, Д. 108","51.710286, 39.18613",действующая,24-01-2025,25-12-2015,366601001,1153668074548,25-12-2015,20401000000,20701000001,44737641,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Сунцова Татьяна Леонидовна,0,головная организация
Воронеж,"МБОУ ""СОШ № 104""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 104""",общеобразовательная организация,3663139429,"394072, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, УЛ ШИДЛОВСКОГО, Д. 6","51.632189, 39.294582",действующая,08-05-2025,08-02-2019,366301001,1193668004914,08-02-2019,20401000000,20701000001,35903052,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Горбов Сергей Александрович,0,головная организация
Воронеж,"МБОУ ""СОШ № 105""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 105""",общеобразовательная организация,3661171762,"394010, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. АРТАМОНОВА, Д. 38/1","51.714617, 39.264741",действующая,07-02-2025,11-02-2019,366101001,1193668004980,11-02-2019,20401000000,20701000001,35971728,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Боброва Лариса Борисовна,0,головная организация
Воронеж,"МБОУ ""СОШ № 106""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 106""",общеобразовательная организация,3666233733,"394068, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, МКР. ЖИЛОЙ МАССИВ ОЛИМПИЙСКИЙ, Д. 14","51.714466, 39.199056",действующая,13-02-2025,11-02-2019,366601001,1193668004969,11-02-2019,20401000000,20701000001,35971705,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Малышева Оксана Витальевна,0,головная организация
Воронеж,"МБОУ ""СОШ № 24 ИМЕНИ В. Г. СТОЛЛЯ""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 24 ИМЕНИ В. Г. СТОЛЛЯ""",общеобразовательная организация,3661021301,"394080, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ГЕНЕРАЛА ЛОХМАТИКОВА, Д.43","51.8793484, 39.578479",действующая,10-02-2025,14-05-1999,366101001,1033600016438,27-01-2003,20401000000,20701000001,54703554,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Илларионова Юлия Александровна,0,головная организация
Воронеж,"МБОУ ""СОШ №103""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №103""",общеобразовательная организация,3665147217,"394048, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ОСТРОГОЖСКАЯ, Д. 170/14","51.56758, 39.11957",действующая,27-02-2026,20-02-2018,366501001,1183668006499,20-02-2018,20401000000,20701000001,25300921,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Ищук Владимир Владимирович,0,головная организация
Воронеж,"МБОУ ""СОШ №107 ИМ. УШИНСКОГО К.Д.""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №107 ИМЕНИ УШИНСКОГО КОНСТАНТИНА ДМИТРИЕВИЧА""",общеобразовательная организация,3663161752,"394083, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ ТОБОЛЬСКАЯ, Д. 2","51.675893, 39.278103",действующая,30-04-2025,26-04-2023,366301001,1233600007838,26-04-2023,20401000000,20701000001,53377680,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Савицкая Надежда Петровна,0,головная организация
Воронеж,"МБОУ ""СОШ №108""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №108""",общеобразовательная организация,3665824620,"394051, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ ДОМОСТРОИТЕЛЕЙ, Д. 30А","51.648628, 39.1530921",действующая,17-03-2025,05-12-2023,366501001,1233600021600,05-12-2023,20401000000,20701000001,87342249,4210007,14,85.13,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Власова Ирина Валериевна,0,головная организация
Воронеж,"МБОУ ""СОШ №109""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №109""",общеобразовательная организация,3662314131,"394075, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г.О. ГОРОД ВОРОНЕЖ, Г ВОРОНЕЖ, УЛ ПОКРОВСКАЯ, Д. 2/2","51.72297, 39.1378024",действующая,29-08-2025,04-04-2025,366201001,1253600005306,04-04-2025,20401000000,20701000001,76194395,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Агупова Юлия Вячеславовна,0,головная организация
Воронеж,"МБОУ ""СОШ С УИОП №13""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ №13""",общеобразовательная организация,3664043938,"394055, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КАРЛА ЛИБКНЕХТА, Д. 50","51.6471003, 39.1739124",действующая,12-02-2025,26-02-1999,366401001,1023601588779,27-12-2002,20401000000,20701000001,57708150,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Савина Светлана Петровна,0,головная организация
Воронеж,МБОУ ВКШ ИМ.А.В.СУВОРОВА,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ВОРОНЕЖСКАЯ КАДЕТСКАЯ ШКОЛА ИМЕНИ А.В.СУВОРОВА""",общеобразовательная организация,3666102089,"394011, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПЕР. ПЕДАГОГИЧЕСКИЙ, Д.14А","51.7334463, 39.3550587",действующая,04-02-2025,05-12-2002,366101001,1023601570783,05-12-2002,20401000000,20701000001,59566748,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ДИРЕКТОР,Марченкова Валентина Алексеевна,0,головная организация
Воронеж,МБОУ ВСОШ № 14,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЕЧЕРНЯЯ (СМЕННАЯ) ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 14,общеобразовательная организация,3663039336,"394014, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. НОВОСИБИРСКАЯ, Д.3","51.6200375, 39.2370893",действующая,03-02-2025,11-05-2001,366301001,1033600065113,10-02-2003,20401000000,20701000001,05211517,4210007,14,85.14,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,Директор,Мостовец Людмила Николаевна,0,головная организация
